effort,season,latitude,longitude,abundance
tows,apr-jun,3,141,0
tows,apr-jun,2,141,1
tows,apr-jun,1,141,0
tows,apr-jun,-3,141,1
tows,apr-jun,-4,141,0
tows,apr-jun,-6,141,0
tows,apr-jun,-7,141,0
tows,apr-jun,-8,141,0
tows,apr-jun,-10,141,1
tows,apr-jun,-11,141,0
tows,apr-jun,15,140,0
tows,apr-jun,11,140,0
tows,apr-jun,8,140,1
tows,apr-jun,4,140,1
tows,apr-jun,3,140,1
tows,apr-jun,-2,140,1
tows,apr-jun,-10,140,1
tows,apr-jun,-11,140,1
tows,apr-jun,6,139,0
tows,apr-jun,3,139,1
tows,apr-jun,1,139,1
tows,apr-jun,-1,139,0
tows,apr-jun,-3,139,1
tows,apr-jun,-5,139,0
tows,apr-jun,-6,139,0
tows,apr-jun,11,138,0
tows,apr-jun,8,138,0
tows,apr-jun,4,138,0
tows,apr-jun,3,138,1
tows,apr-jun,2,138,1
tows,apr-jun,1,138,0
tows,apr-jun,-2,138,0
tows,apr-jun,-3,138,0
tows,apr-jun,-4,138,0
tows,apr-jun,-6,138,1
tows,apr-jun,-7,138,1
tows,apr-jun,8,137,1
tows,apr-jun,7,137,1
tows,apr-jun,5,137,0
tows,apr-jun,3,137,1
tows,apr-jun,0,137,0
tows,apr-jun,-6,137,1
tows,apr-jun,-7,137,1
tows,apr-jun,-9,137,0
tows,apr-jun,8,136,0
tows,apr-jun,7,136,0
tows,apr-jun,6,136,1
tows,apr-jun,-5,136,0
tows,apr-jun,-10,136,0
tows,apr-jun,-11,136,0
tows,apr-jun,-12,136,3
tows,apr-jun,-13,136,2
tows,apr-jun,8,135,0
tows,apr-jun,7,135,1
tows,apr-jun,6,135,1
tows,apr-jun,-9,135,0
tows,apr-jun,-11,135,1
tows,apr-jun,-12,135,2
tows,apr-jun,-13,135,1
tows,apr-jun,13,134,0
tows,apr-jun,10,134,0
tows,apr-jun,9,134,0
tows,apr-jun,8,134,0
tows,apr-jun,7,134,0
tows,apr-jun,6,134,0
tows,apr-jun,5,134,1
tows,apr-jun,3,134,1
tows,apr-jun,2,134,0
tows,apr-jun,-3,134,0
tows,apr-jun,-6,134,0
tows,apr-jun,-7,134,0
tows,apr-jun,-9,134,2
tows,apr-jun,-10,134,1
tows,apr-jun,-11,134,0
tows,apr-jun,-12,134,1
tows,apr-jun,7,133,0
tows,apr-jun,5,133,1
tows,apr-jun,4,133,1
tows,apr-jun,3,133,1
tows,apr-jun,-5,133,0
tows,apr-jun,-6,133,1
tows,apr-jun,-7,133,2
tows,apr-jun,-9,133,0
tows,apr-jun,-10,133,1
tows,apr-jun,8,132,1
tows,apr-jun,6,132,0
tows,apr-jun,5,132,1
tows,apr-jun,4,132,0
tows,apr-jun,-6,132,1
tows,apr-jun,-7,132,1
tows,apr-jun,-9,132,1
tows,apr-jun,-10,132,0
tows,apr-jun,8,131,0
tows,apr-jun,6,131,1
tows,apr-jun,5,131,1
tows,apr-jun,1,131,0
tows,apr-jun,-3,131,0
tows,apr-jun,-7,131,1
tows,apr-jun,-9,131,0
tows,apr-jun,-10,131,0
tows,apr-jun,-11,131,0
tows,apr-jun,12,130,0
tows,apr-jun,8,130,0
tows,apr-jun,-7,130,1
tows,apr-jun,6,129,0
tows,apr-jun,5,129,0
tows,apr-jun,-5,129,1
tows,apr-jun,9,128,1
tows,apr-jun,8,128,0
tows,apr-jun,7,128,0
tows,apr-jun,6,128,1
tows,apr-jun,2,128,0
tows,apr-jun,-1,128,0
tows,apr-jun,-11,128,0
tows,apr-jun,10,127,0
tows,apr-jun,9,127,0
tows,apr-jun,7,127,0
tows,apr-jun,6,127,1
tows,apr-jun,3,127,0
tows,apr-jun,-11,127,0
tows,apr-jun,9,126,1
tows,apr-jun,6,126,0
tows,apr-jun,4,126,0
tows,apr-jun,-7,126,0
tows,apr-jun,-12,126,0
tows,apr-jun,10,125,0
tows,apr-jun,7,125,0
tows,apr-jun,6,125,1
tows,apr-jun,5,125,0
tows,apr-jun,-3,125,0
tows,apr-jun,-8,125,1
tows,apr-jun,-12,125,0
tows,apr-jun,6,124,2
tows,apr-jun,5,124,1
tows,apr-jun,-3,124,0
tows,apr-jun,-12,124,0
tows,apr-jun,9,123,0
tows,apr-jun,7,123,0
tows,apr-jun,6,123,1
tows,apr-jun,3,123,0
tows,apr-jun,-12,123,0
tows,apr-jun,6,122,1
tows,apr-jun,4,122,0
tows,apr-jun,0,122,0
tows,apr-jun,-3,122,0
tows,apr-jun,-11,122,0
tows,apr-jun,7,121,0
tows,apr-jun,6,121,0
tows,apr-jun,5,121,1
tows,apr-jun,-6,121,0
tows,apr-jun,-7,121,0
tows,apr-jun,-8,121,0
tows,apr-jun,-12,121,0
tows,apr-jun,8,120,0
tows,apr-jun,7,120,1
tows,apr-jun,6,120,1
tows,apr-jun,5,120,1
tows,apr-jun,4,120,1
tows,apr-jun,3,120,1
tows,apr-jun,2,120,1
tows,apr-jun,-2,120,0
tows,apr-jun,-3,120,0
tows,apr-jun,-5,120,0
tows,apr-jun,-6,120,1
tows,apr-jun,-7,120,1
tows,apr-jun,-9,120,0
tows,apr-jun,-10,120,1
tows,apr-jun,-11,120,1
tows,apr-jun,6,119,1
tows,apr-jun,5,119,2
tows,apr-jun,4,119,1
tows,apr-jun,2,119,0
tows,apr-jun,1,119,0
tows,apr-jun,-1,119,0
tows,apr-jun,-4,119,0
tows,apr-jun,-6,119,0
tows,apr-jun,-7,119,0
tows,apr-jun,7,118,1
tows,apr-jun,6,118,1
tows,apr-jun,5,118,1
tows,apr-jun,3,118,1
tows,apr-jun,1,118,0
tows,apr-jun,-10,118,0
tows,apr-jun,7,117,1
tows,apr-jun,6,117,1
tows,apr-jun,5,117,1
tows,apr-jun,4,117,1
tows,apr-jun,3,117,2
tows,apr-jun,2,117,1
tows,apr-jun,-10,117,0
tows,apr-jun,7,116,0
tows,apr-jun,6,116,0
tows,apr-jun,5,116,0
tows,apr-jun,4,116,1
tows,apr-jun,3,116,1
tows,apr-jun,-8,116,0
tows,apr-jun,-10,116,0
tows,apr-jun,6,115,1
tows,apr-jun,4,115,1
tows,apr-jun,3,115,0
tows,apr-jun,-5,115,0
tows,apr-jun,-8,115,1
tows,apr-jun,6,114,1
tows,apr-jun,12,113,0
tows,apr-jun,6,113,0
tows,apr-jun,16,111,1
tows,apr-jun,15,111,1
tows,apr-jun,10,111,0
tows,apr-jun,4,111,0
tows,apr-jun,14,110,0
tows,apr-jun,11,110,0
tows,apr-jun,10,110,0
tows,apr-jun,7,110,0
tows,apr-jun,6,110,1
tows,apr-jun,5,110,1
tows,apr-jun,3,110,1
tows,apr-jun,20,109,1
tows,apr-jun,11,109,0
tows,apr-jun,4,109,1
tows,apr-jun,3,109,0
tows,apr-jun,6,108,0
tows,apr-jun,4,108,1
tows,apr-jun,3,107,0
tows,apr-jun,4,106,0
tows,apr-jun,-9,106,1
tows,apr-jun,-10,106,0
tows,apr-jun,5,105,0
tows,apr-jun,4,105,1
tows,apr-jun,-6,105,0
tows,apr-jun,-8,105,0
tows,apr-jun,-10,105,1
tows,apr-jun,6,104,0
tows,apr-jun,5,104,0
tows,apr-jun,4,104,0
tows,apr-jun,3,104,0
tows,apr-jun,-10,104,1
tows,apr-jun,4,103,0
tows,apr-jun,3,103,0
tows,apr-jun,15,102,0
tows,apr-jun,14,102,0
tows,apr-jun,5,102,0
tows,apr-jun,4,102,0
tows,apr-jun,4,101,0
tows,jan-mar,9,100,0
tows,jan-mar,8,100,0
tows,jan-mar,-3,100,0
tows,jan-mar,-6,100,0
tows,jan-mar,-10,100,1
tows,jan-mar,-15,100,1
tows,jan-mar,-29,100,0
tows,jan-mar,14,99,1
tows,jan-mar,10,99,1
tows,jan-mar,9,99,0
tows,jan-mar,3,99,0
tows,jan-mar,-1,99,0
tows,jan-mar,-2,99,0
tows,jan-mar,-12,99,0
tows,jan-mar,-31,99,1
tows,jan-mar,15,98,1
tows,jan-mar,14,98,1
tows,jan-mar,8,98,0
tows,jan-mar,-9,98,0
tows,jan-mar,-16,98,0
tows,jan-mar,-17,98,1
tows,jan-mar,-3,97,0
tows,jan-mar,-8,97,1
tows,jan-mar,-14,97,0
tows,jan-mar,-17,97,0
tows,jan-mar,-32,97,1
tows,jan-mar,15,96,2
tows,jan-mar,9,96,1
tows,jan-mar,4,96,1
tows,jan-mar,-3,96,1
tows,jan-mar,-4,96,1
tows,jan-mar,-18,96,1
tows,jan-mar,-33,96,0
tows,jan-mar,5,95,0
tows,jan-mar,4,95,1
tows,jan-mar,-3,95,0
tows,jan-mar,-7,95,0
tows,jan-mar,-34,95,0
tows,jan-mar,15,94,1
tows,jan-mar,14,94,1
tows,jan-mar,11,94,1
tows,jan-mar,9,94,1
tows,jan-mar,8,94,1
tows,jan-mar,7,94,1
tows,jan-mar,5,94,1
tows,jan-mar,-2,94,1
tows,jan-mar,-3,94,0
tows,jan-mar,-6,94,1
tows,jan-mar,-20,94,0
tows,jan-mar,-34,94,0
tows,jan-mar,14,93,1
tows,jan-mar,13,93,1
tows,jan-mar,12,93,1
tows,jan-mar,8,93,1
tows,jan-mar,4,93,1
tows,jan-mar,-20,93,1
tows,jan-mar,-36,93,1
tows,jan-mar,6,92,1
tows,jan-mar,5,92,1
tows,jan-mar,-3,92,0
tows,jan-mar,-4,92,0
tows,jan-mar,-20,92,0
tows,jan-mar,-37,92,0
tows,jan-mar,8,91,1
tows,jan-mar,6,91,1
tows,jan-mar,2,91,0
tows,jan-mar,-2,91,0
tows,jan-mar,-3,91,1
tows,jan-mar,-37,91,0
tows,jan-mar,8,90,1
tows,jan-mar,7,90,1
tows,jan-mar,5,90,1
tows,jan-mar,-19,90,1
tows,jan-mar,-38,90,1
tows,jan-mar,8,89,1
tows,jan-mar,5,89,0
tows,jan-mar,-1,89,0
tows,jan-mar,25,88,0
tows,jan-mar,24,88,0
tows,jan-mar,9,88,1
tows,jan-mar,7,88,1
tows,jan-mar,2,88,0
tows,jan-mar,0,88,1
tows,jan-mar,-2,88,0
tows,jan-mar,-17,88,1
tows,jan-mar,-18,88,1
tows,jan-mar,-39,88,0
tows,jan-mar,23,87,0
tows,jan-mar,22,87,0
tows,jan-mar,10,87,0
tows,jan-mar,9,87,1
tows,jan-mar,4,87,1
tows,jan-mar,-40,87,0
tows,jan-mar,21,86,0
tows,jan-mar,8,86,1
tows,jan-mar,7,86,2
tows,jan-mar,6,86,1
tows,jan-mar,3,86,1
tows,jan-mar,2,86,0
tows,jan-mar,-1,86,0
tows,jan-mar,-17,86,1
tows,jan-mar,19,85,1
tows,jan-mar,8,85,1
tows,jan-mar,7,85,1
tows,jan-mar,3,85,1
tows,jan-mar,0,85,0
tows,jan-mar,-41,85,0
tows,jan-mar,24,84,1
tows,jan-mar,18,84,1
tows,jan-mar,17,84,1
tows,jan-mar,7,84,1
tows,jan-mar,6,84,1
tows,jan-mar,4,84,1
tows,jan-mar,-4,84,0
tows,jan-mar,-16,84,1
tows,jan-mar,16,83,1
tows,jan-mar,6,83,0
tows,jan-mar,4,83,1
tows,jan-mar,15,82,1
tows,jan-mar,6,82,1
tows,jan-mar,5,82,1
tows,jan-mar,-15,82,1
tows,jan-mar,14,81,1
tows,jan-mar,13,81,1
tows,jan-mar,11,81,2
tows,jan-mar,10,81,1
tows,jan-mar,6,81,1
tows,jan-mar,11,80,1
tows,jan-mar,10,80,1
tows,jan-mar,9,80,1
tows,jan-mar,7,80,1
tows,jan-mar,-14,80,1
tows,jan-mar,15,79,1
tows,jan-mar,14,79,1
tows,jan-mar,11,79,2
tows,jan-mar,10,79,1
tows,jan-mar,-13,79,1
tows,jan-mar,14,78,1
tows,jan-mar,13,78,2
tows,jan-mar,11,78,1
tows,jan-mar,10,78,1
tows,jan-mar,16,77,2
tows,jan-mar,13,77,1
tows,jan-mar,12,77,2
tows,jan-mar,10,77,1
tows,jan-mar,13,76,1
tows,jan-mar,11,76,1
tows,jan-mar,16,75,1
tows,jan-mar,14,75,1
tows,jan-mar,11,75,1
tows,jan-mar,12,74,1
tows,jan-mar,15,73,1
tows,jan-mar,14,73,1
tows,jan-mar,12,73,1
tows,jan-mar,14,71,1
tows,jan-mar,13,71,1
tows,jan-mar,12,71,1
tows,jan-mar,14,70,2
tows,jan-mar,12,70,1
tows,jan-mar,14,69,1
tows,jan-mar,14,68,1
tows,jan-mar,12,68,1
tows,jan-mar,13,67,1
tows,jan-mar,12,67,1
tows,jan-mar,13,66,2
tows,jan-mar,12,66,1
tows,jan-mar,13,65,1
tows,jan-mar,12,64,2
tows,jan-mar,11,63,1
tows,jan-mar,11,62,1
tows,jan-mar,10,62,1
tows,jan-mar,11,61,1
tows,jan-mar,11,60,1
tows,jan-mar,10,60,1
tows,jan-mar,11,59,1
tows,jan-mar,11,58,0
tows,jan-mar,10,58,1
tows,jan-mar,9,58,1
tows,jan-mar,12,57,1
tows,jan-mar,12,56,1
tows,jan-mar,10,56,1
tows,jan-mar,8,56,1
tows,jan-mar,12,55,1
tows,jan-mar,12,54,1
tows,jan-mar,10,54,1
tows,jan-mar,9,54,1
tows,jan-mar,7,54,1
tows,jan-mar,12,53,1
tows,jan-mar,9,53,1
tows,jan-mar,12,52,1
tows,jan-mar,10,52,0
tows,jan-mar,5,52,1
tows,jan-mar,13,51,1
tows,jan-mar,8,51,1
tows,jan-mar,13,50,1
tows,jan-mar,9,50,0
tows,jan-mar,4,50,1
tows,jan-mar,13,49,1
tows,jan-mar,8,49,1
tows,jan-mar,2,49,1
tows,jan-mar,8,48,0
tows,jan-mar,0,48,0
tows,jan-mar,13,47,1
tows,jan-mar,7,47,1
tows,jan-mar,13,46,1
tows,jan-mar,6,46,1
tows,jan-mar,0,46,1
tows,jan-mar,13,45,1
tows,jan-mar,5,45,1
tows,jan-mar,4,44,1
tows,jan-mar,0,44,1
tows,jan-mar,14,43,1
tows,jan-mar,4,43,0
tows,jan-mar,3,43,1
tows,jan-mar,14,42,1
tows,jan-mar,1,42,1
tows,jan-mar,14,41,1
tows,jan-mar,2,41,0
tows,jan-mar,1,41,1
tows,jan-mar,14,40,1
tows,jan-mar,2,40,1
tows,jan-mar,1,40,1
tows,jan-mar,-21,40,0
tows,jan-mar,-22,40,0
tows,jan-mar,-25,40,0
tows,jan-mar,-26,40,0
tows,jan-mar,0,39,1
tows,jan-mar,-26,39,1
tows,jan-mar,-27,39,1
tows,jan-mar,15,38,1
tows,jan-mar,14,38,1
tows,jan-mar,2,38,1
tows,jan-mar,-1,38,1
tows,jan-mar,-27,38,1
tows,jan-mar,15,37,1
tows,jan-mar,-2,37,0
tows,jan-mar,-28,37,1
tows,jan-mar,22,36,1
tows,jan-mar,21,36,1
tows,jan-mar,17,36,1
tows,jan-mar,16,36,1
tows,jan-mar,15,36,1
tows,jan-mar,9,36,1
tows,jan-mar,5,36,1
tows,jan-mar,3,36,1
tows,jan-mar,-3,36,1
tows,jan-mar,-12,36,1
tows,jan-mar,-20,36,1
tows,jan-mar,-28,36,1
tows,jan-mar,20,35,1
tows,jan-mar,19,35,1
tows,jan-mar,15,35,1
tows,jan-mar,14,35,1
tows,jan-mar,12,35,0
tows,jan-mar,10,35,1
tows,jan-mar,9,35,1
tows,jan-mar,7,35,1
tows,jan-mar,5,35,1
tows,jan-mar,4,35,1
tows,jan-mar,2,35,1
tows,jan-mar,0,35,1
tows,jan-mar,-1,35,1
tows,jan-mar,-3,35,1
tows,jan-mar,-4,35,1
tows,jan-mar,-6,35,1
tows,jan-mar,-7,35,1
tows,jan-mar,-8,35,1
tows,jan-mar,-9,35,1
tows,jan-mar,-10,35,1
tows,jan-mar,-11,35,1
tows,jan-mar,-12,35,1
tows,jan-mar,-13,35,1
tows,jan-mar,-15,35,1
tows,jan-mar,-16,35,1
tows,jan-mar,-17,35,1
tows,jan-mar,-19,35,1
tows,jan-mar,-20,35,1
tows,jan-mar,-21,35,1
tows,jan-mar,-28,35,1
tows,jan-mar,-29,35,1
tows,jan-mar,15,34,1
tows,jan-mar,3,34,1
tows,jan-mar,-5,34,1
tows,jan-mar,-21,34,1
tows,jan-mar,15,33,1
tows,jan-mar,3,33,2
tows,jan-mar,-22,33,1
tows,jan-mar,-29,33,1
tows,jan-mar,15,32,1
tows,jan-mar,3,32,2
tows,jan-mar,-22,32,1
tows,jan-mar,-29,32,1
tows,jan-mar,16,31,1
tows,jan-mar,14,31,1
tows,jan-mar,13,31,1
tows,jan-mar,4,31,1
tows,jan-mar,-28,31,1
tows,jan-mar,16,30,1
tows,jan-mar,15,30,1
tows,jan-mar,-23,30,1
tows,jan-mar,-28,30,1
tows,jan-mar,4,29,1
tows,jan-mar,-24,29,1
tows,jan-mar,-27,29,1
tows,jan-mar,16,28,1
tows,jan-mar,15,28,1
tows,jan-mar,14,28,0
tows,jan-mar,11,28,0
tows,jan-mar,7,28,0
tows,jan-mar,3,28,0
tows,jan-mar,-6,28,0
tows,jan-mar,-10,28,0
tows,jan-mar,-15,28,0
tows,jan-mar,-16,28,1
tows,jan-mar,-24,28,1
tows,jan-mar,-27,28,1
tows,jan-mar,19,27,0
tows,jan-mar,18,27,0
tows,jan-mar,17,27,0
tows,jan-mar,16,27,1
tows,jan-mar,14,27,1
tows,jan-mar,12,27,0
tows,jan-mar,11,27,0
tows,jan-mar,10,27,0
tows,jan-mar,8,27,0
tows,jan-mar,7,27,0
tows,jan-mar,6,27,0
tows,jan-mar,4,27,1
tows,jan-mar,3,27,0
tows,jan-mar,2,27,0
tows,jan-mar,0,27,1
tows,jan-mar,-1,27,0
tows,jan-mar,-2,27,0
tows,jan-mar,-4,27,0
tows,jan-mar,-6,27,0
tows,jan-mar,-7,27,0
tows,jan-mar,-9,27,0
tows,jan-mar,-10,27,0
tows,jan-mar,-11,27,0
tows,jan-mar,-12,27,0
tows,jan-mar,-14,27,0
tows,jan-mar,-19,27,1
tows,jan-mar,-20,27,0
tows,jan-mar,-21,27,0
tows,jan-mar,-23,27,0
tows,jan-mar,-24,27,0
tows,jan-mar,-25,27,0
tows,jan-mar,-27,27,1
tows,jan-mar,16,26,1
tows,jan-mar,4,26,0
tows,jan-mar,-25,26,1
tows,jan-mar,-26,26,2
tows,jan-mar,4,25,1
tows,jan-mar,-7,25,0
tows,jan-mar,5,24,0
tows,jan-mar,4,23,1
tows,jan-mar,4,22,1
tows,jan-mar,8,20,0
tows,jan-mar,4,20,1
tows,jan-mar,7,19,0
tows,jan-mar,5,19,1
tows,jan-mar,4,19,1
tows,jan-mar,1,19,0
tows,jan-mar,0,19,1
tows,jan-mar,-2,19,0
tows,jan-mar,-3,19,1
tows,jan-mar,-4,19,0
tows,jan-mar,-5,19,0
tows,jan-mar,-7,19,0
tows,jan-mar,-8,19,0
tows,jan-mar,-9,19,0
tows,jan-mar,-10,19,0
tows,jan-mar,-13,19,0
tows,jan-mar,-14,19,1
tows,jan-mar,-15,19,0
tows,jan-mar,-16,19,0
tows,jan-mar,-17,19,0
tows,jan-mar,-18,19,0
tows,jan-mar,-19,19,0
tows,jan-mar,-20,19,0
tows,jan-mar,7,18,0
tows,jan-mar,6,18,2
tows,jan-mar,5,18,2
tows,jan-mar,4,18,1
tows,jan-mar,3,18,0
tows,jan-mar,2,18,1
tows,jan-mar,1,18,1
tows,jan-mar,0,18,0
tows,jan-mar,-1,18,0
tows,jan-mar,-2,18,1
tows,jan-mar,-3,18,1
tows,jan-mar,-4,18,0
tows,jan-mar,-8,18,0
tows,jan-mar,-9,18,0
tows,jan-mar,-11,18,0
tows,jan-mar,-12,18,0
tows,jan-mar,-13,18,1
tows,jan-mar,-14,18,1
tows,jan-mar,-17,18,0
tows,jan-mar,-22,18,0
tows,jan-mar,-23,18,0
tows,jan-mar,-25,18,1
tows,jan-mar,-12,17,0
tows,jan-mar,-13,17,0
tows,jan-mar,-14,17,1
tows,jan-mar,4,16,1
tows,jan-mar,-14,16,2
tows,jan-mar,-5,15,0
tows,jan-mar,4,14,1
tows,jan-mar,4,12,1
tows,jan-mar,2,12,0
tows,jan-mar,-2,12,1
tows,jan-mar,-3,12,0
tows,jan-mar,-3,11,1
tows,jan-mar,-6,11,0
tows,jan-mar,-8,11,0
tows,jan-mar,-10,11,1
tows,jan-mar,-11,11,0
tows,jan-mar,-14,11,0
tows,jan-mar,-15,11,0
tows,jan-mar,-16,11,0
tows,jan-mar,-18,11,0
tows,jan-mar,-19,11,1
tows,jan-mar,-20,11,0
tows,jan-mar,-22,11,0
tows,jan-mar,-23,11,0
tows,jan-mar,-24,11,0
tows,jan-mar,4,10,1
tows,jan-mar,-1,10,1
tows,jan-mar,-2,10,1
tows,jan-mar,-3,10,1
tows,jan-mar,-6,10,0
tows,jan-mar,-7,10,0
tows,jan-mar,-12,10,0
tows,jan-mar,-15,10,0
tows,jan-mar,-24,10,0
tows,jan-mar,-26,10,0
tows,jan-mar,1,9,0
tows,jan-mar,-28,9,0
tows,jan-mar,4,8,1
tows,jan-mar,-1,6,1
tows,jan-mar,-2,6,1
tows,jan-mar,-4,6,1
tows,jan-mar,-4,5,1
tows,jan-mar,-3,4,0
tows,jan-mar,-3,3,1
tows,jan-mar,-4,3,2
tows,jan-mar,-3,2,1
tows,jan-mar,-4,2,1
tows,jan-mar,0,1,1
tows,jan-mar,-2,1,1
tows,jan-mar,-3,1,1
tows,jan-mar,-4,1,1
tows,jan-mar,1,0,1
tows,jan-mar,0,0,0
tows,jan-mar,2,-1,1
tows,jan-mar,-32,-1,0
tows,jan-mar,-33,-1,0
tows,jan-mar,-11,-2,0
tows,jan-mar,-12,-2,0
tows,jan-mar,-32,-2,1
tows,jan-mar,-33,-2,0
tows,jan-mar,-34,-2,1
tows,jan-mar,2,-3,1
tows,jan-mar,-14,-3,0
tows,jan-mar,-16,-3,1
tows,jan-mar,-18,-3,0
tows,jan-mar,-19,-3,0
tows,jan-mar,-21,-3,0
tows,jan-mar,-28,-3,0
tows,jan-mar,-30,-3,1
tows,jan-mar,-22,-4,0
tows,jan-mar,-23,-4,0
tows,jan-mar,-24,-4,0
tows,jan-mar,-28,-4,0
tows,jan-mar,-34,-4,0
tows,jan-mar,2,-5,1
tows,jan-mar,1,-5,1
tows,jan-mar,-3,-5,1
tows,jan-mar,-5,-5,1
tows,jan-mar,-25,-5,1
tows,jan-mar,0,-6,1
tows,jan-mar,-2,-6,1
tows,jan-mar,-10,-6,1
tows,jan-mar,-12,-6,1
tows,jan-mar,-13,-6,1
tows,jan-mar,-14,-6,1
tows,jan-mar,-16,-6,1
tows,jan-mar,-5,-7,1
tows,jan-mar,-9,-7,1
tows,jan-mar,-18,-7,1
tows,jan-mar,-20,-7,0
tows,jan-mar,-33,-7,0
tows,jan-mar,-34,-7,0
tows,jan-mar,-5,-8,1
tows,jan-mar,-8,-8,1
tows,jan-mar,-33,-8,0
tows,jan-mar,-34,-8,1
tows,jan-mar,-34,-9,0
tows,jan-mar,-5,-10,1
tows,jan-mar,-6,-10,1
tows,jan-mar,-35,-11,0
tows,jan-mar,-34,-14,1
tows,jan-mar,-35,-14,0
tows,jan-mar,-34,-15,0
tows,jan-mar,-35,-15,0
tows,jan-mar,-10,-42,0
tows,jan-mar,-10,-43,0
tows,jan-mar,-11,-43,1
tows,jan-mar,-8,-45,1
tows,jan-mar,-9,-45,0
tows,jan-mar,-9,-46,1
tows,jan-mar,-5,-47,0
tows,jan-mar,-6,-47,0
tows,jan-mar,-6,-48,1
tows,jan-mar,-7,-48,0
tows,jan-mar,-7,-49,0
tows,jan-mar,-6,-50,0
tows,jan-mar,10,-51,1
tows,jan-mar,-3,-51,0
tows,jan-mar,-3,-52,1
tows,jan-mar,-4,-52,0
tows,jan-mar,-5,-52,1
tows,jan-mar,11,-54,1
tows,jan-mar,11,-55,0
tows,jan-mar,12,-56,1
tows,jan-mar,11,-56,1
tows,jan-mar,10,-56,0
tows,jan-mar,0,-57,1
tows,jan-mar,-3,-57,1
tows,jan-mar,-20,-57,1
tows,jan-mar,-5,-58,1
tows,jan-mar,-19,-58,1
tows,jan-mar,-21,-58,1
tows,jan-mar,11,-59,0
tows,jan-mar,10,-59,0
tows,jan-mar,-5,-59,1
tows,jan-mar,-19,-59,1
tows,jan-mar,-22,-59,1
tows,jan-mar,11,-60,1
tows,jan-mar,10,-60,0
tows,jan-mar,2,-60,0
tows,jan-mar,1,-60,0
tows,jan-mar,-5,-60,0
tows,jan-mar,11,-61,1
tows,jan-mar,10,-61,0
tows,jan-mar,3,-61,0
tows,jan-mar,-4,-61,0
tows,jan-mar,-17,-61,1
tows,jan-mar,-22,-61,1
tows,jan-mar,4,-62,0
tows,jan-mar,3,-62,1
tows,jan-mar,1,-62,1
tows,jan-mar,0,-62,2
tows,jan-mar,-1,-62,0
tows,jan-mar,-11,-62,0
tows,jan-mar,-17,-62,1
tows,jan-mar,-22,-62,1
tows,jan-mar,6,-63,0
tows,jan-mar,5,-63,1
tows,jan-mar,4,-63,0
tows,jan-mar,2,-63,1
tows,jan-mar,1,-63,1
tows,jan-mar,-7,-63,0
tows,jan-mar,-11,-63,0
tows,jan-mar,-16,-63,1
tows,jan-mar,-23,-63,1
tows,jan-mar,5,-64,1
tows,jan-mar,4,-64,0
tows,jan-mar,2,-64,1
tows,jan-mar,-3,-64,0
tows,jan-mar,-4,-64,0
tows,jan-mar,0,-65,1
tows,jan-mar,-2,-65,0
tows,jan-mar,-3,-65,1
tows,jan-mar,-23,-65,0
tows,jan-mar,2,-66,0
tows,jan-mar,1,-66,1
tows,jan-mar,0,-66,1
tows,jan-mar,-4,-66,1
tows,jan-mar,6,-67,0
tows,jan-mar,-3,-67,1
tows,jan-mar,-24,-67,0
tows,jan-mar,4,-68,0
tows,jan-mar,3,-68,1
tows,jan-mar,2,-68,2
tows,jan-mar,-25,-68,0
tows,jan-mar,4,-69,0
tows,jan-mar,3,-69,0
tows,jan-mar,-2,-69,0
tows,jan-mar,-27,-69,0
tows,jan-mar,-28,-71,0
tows,jan-mar,-1,-72,0
tows,jan-mar,-5,-72,0
tows,jan-mar,-6,-72,1
tows,jan-mar,-30,-72,0
tows,jan-mar,-6,-73,0
tows,jan-mar,-11,-73,1
tows,jan-mar,-12,-73,1
tows,jan-mar,-13,-73,1
tows,jan-mar,-9,-74,0
tows,jan-mar,-10,-74,0
tows,jan-mar,-11,-74,2
tows,jan-mar,-12,-74,1
tows,jan-mar,-13,-74,0
tows,jan-mar,-31,-74,0
tows,jan-mar,4,-75,1
tows,jan-mar,1,-75,0
tows,jan-mar,-9,-75,2
tows,jan-mar,-10,-75,2
tows,jan-mar,-11,-75,1
tows,jan-mar,-12,-75,0
tows,jan-mar,-32,-75,0
tows,jan-mar,3,-76,0
tows,jan-mar,-1,-76,0
tows,jan-mar,-2,-76,0
tows,jan-mar,-9,-76,1
tows,jan-mar,-10,-76,2
tows,jan-mar,-11,-76,2
tows,jan-mar,-12,-76,0
tows,jan-mar,-34,-76,0
tows,jan-mar,5,-77,0
tows,jan-mar,4,-77,1
tows,jan-mar,1,-77,0
tows,jan-mar,-9,-77,1
tows,jan-mar,-10,-77,2
tows,jan-mar,-11,-77,2
tows,jan-mar,5,-78,0
tows,jan-mar,4,-78,1
tows,jan-mar,3,-78,1
tows,jan-mar,2,-78,1
tows,jan-mar,1,-78,1
tows,jan-mar,-5,-78,0
tows,jan-mar,-8,-78,1
tows,jan-mar,-9,-78,1
tows,jan-mar,-10,-78,3
tows,jan-mar,-11,-78,2
tows,jan-mar,-12,-78,0
tows,jan-mar,-36,-78,0
tows,jan-mar,5,-79,0
tows,jan-mar,4,-79,0
tows,jan-mar,2,-79,1
tows,jan-mar,1,-79,0
tows,jan-mar,-2,-79,0
tows,jan-mar,-9,-79,1
tows,jan-mar,-10,-79,3
tows,jan-mar,-11,-79,3
